,clean_acc,Linf_acc,L2_acc,L1_acc,common_acc,sum,geom,model_size,backbone,dataset,loss_function,pre_training_dataset,pre_training_strategy,volume_pre_training_data,backbone_name,model_type,ft_strategy
104,0.864,0.678,0.756,0.722,0.748,3.768,0.23916852617011197,medium,eva02_tiny_patch14_224.mim_in22k,caltech101,TRADES_v2,in22k,self-supervised,14197122,"eva02_b,mim,ink22k",fully attention,FFT (50 epochs)
105,0.938,0.797,0.8666666666666667,0.836,0.851,4.288666666666666,0.4609449810298666,large,swin_base_patch4_window7_224.ms_in22k_ft_in1k,caltech101,TRADES_v2,in22k+in1k,supervised (multistep),15478289,"swin_b,sup,ink22k-in1k",fully attention,FFT (50 epochs)
106,0.902,0.718,0.793,0.732,0.787,3.9320000000000004,0.29586254077723206,medium,swin_tiny_patch4_window7_224.ms_in1k,caltech101,TRADES_v2,in1k,supervised,1281167,"swin_t,sup,in1k",fully attention,FFT (50 epochs)
107,0.92,0.8026666666666666,0.843,0.812,0.828,4.205666666666667,0.41854002494976,large,convnext_base.clip_laion2b_augreg_ft_in12k_in1k,caltech101,TRADES_v2,laion2b+in12k+in1k,fusion,2330281167,"convnext_b,hybrid,laion2b-in12k-in1k",fully convolutional,FFT (50 epochs)
108,0.958,0.842,0.898,0.857,0.86,4.415,0.53386716451856,large,convnext_base.fb_in22k_ft_in1k,caltech101,TRADES_v2,in22k+in1k,supervised (multistep),15478289,"convnext_b,sup,in22k-in1k",fully convolutional,FFT (50 epochs)
109,0.95,0.83,0.871,0.836,0.864,4.351,0.496066469184,medium,convnext_tiny.fb_in22k_ft_in1k,caltech101,TRADES_v2,in22k+in1k,supervised (multistep),15478289,"convnext_t,sup,in22k-in1k",fully convolutional,FFT (50 epochs)
110,0.88,0.7346666666666667,0.791,0.731,0.764,3.900666666666667,0.28560133071829336,medium,coatnet_0_rw_224.sw_in1k,caltech101,TRADES_v2,in1k,supervised,1281167,"coatnet_0,sup,in1k",hybrid,FFT (50 epochs)
111,0.96,0.8413333333333334,0.8813333333333333,0.8,0.8653333333333333,4.348,0.4927798549617778,large,coatnet_2_rw_224.sw_in12k_ft_in1k,caltech101,TRADES_v2,in12k+in1k,supervised (multistep),10281167,"coatnet_2,sup,in12k-in1k",hybrid,FFT (50 epochs)
112,0.952,0.828,0.864,0.816,0.865,4.324999999999999,0.48071457939455986,large,coatnet_2_rw_224.sw_in12k,caltech101,TRADES_v2,in12k,supervised,9000000,"coatnet_2,sup,in12k",hybrid,FFT (50 epochs)
113,0.849,0.379,0.468,0.536,0.71,2.942,0.05730808438368,small,regnetx_004.pycls_in1k,caltech101,TRADES_v2,in1k,supervised,1281167,"regnetx_004,sup,in1k",fully convolutional,FFT (50 epochs)
114,0.448,0.221,0.297,0.246,0.387,1.599,0.0027994506059519997,small,efficientnet-b0,caltech101,TRADES_v2,in1k,supervised,1281167,"efficientnet_b0,sup,in1k",fully convolutional,FFT (50 epochs)
115,0.867,0.657,0.731,0.656,0.745,3.656,0.20349884850408,small,deit_tiny_patch16_224.fb_in1k,caltech101,TRADES_v2,in1k,supervised,1281167,"deit_t,sup,in1k",fully attention,FFT (50 epochs)
116,0.594,0.425,0.474,0.35,0.494,2.3369999999999997,0.02068943877,small,mobilevit-small,caltech101,TRADES_v2,in1k,supervised,1281167,"mobilevit_s,sup,in1k",hybrid,FFT (50 epochs)
117,0.848,0.206,0.481,0.652,0.699,2.886,0.038294192886143996,small,mobilenetv3_large_100.ra_in1k,caltech101,TRADES_v2,in1k,supervised,1281167,"mobilenet_v3,sup,in1k",fully convolutional,FFT (50 epochs)
118,0.916,0.7426666666666667,0.811,0.794,0.809,4.072666666666667,0.35438822518996277,small,edgenext_small.usi_in1k,caltech101,TRADES_v2,in1k,supervised,1281167,"edgenetx_s,sup,in1k",hybrid,FFT (50 epochs)
119,0.912,0.763,0.821,0.758,0.81,4.064,0.35076540850848,small,coat_tiny.in1k,caltech101,TRADES_v2,in1k,supervised,1281167,"coat_t,sup,in1k",hybrid,FFT (50 epochs)
120,0.717,0.444,0.33066666666666666,0.046,0.6253333333333333,2.1630000000000003,0.0030280424151039997,large,CLIP-convnext_base_w-laion_aesthetic-s13B-b82K,fgvc-aircraft-2013b,TRADES_v2,laion_aesthetic,self-supervised (multimodal),900000000,"convnext_b,clip,laiona",fully convolutional,FFT (50 epochs)
121,0.739,0.46,0.33066666666666666,0.04,0.66,2.2296666666666667,0.002967540224,large,CLIP-convnext_base_w-laion2B-s13B-b82K,fgvc-aircraft-2013b,TRADES_v2,laion2B,self-supervised (multimodal),2320000000,"convnext_b,clip,laion2b",fully convolutional,FFT (50 epochs)
122,0.07333333333333333,0.005333333333333333,0.008,0.008,0.044,0.13866666666666666,1.101368888888889e-09,medium,deit_small_patch16_224.fb_in1k,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised,1281167,"deit_s,sup,in1k",fully attention,FFT (50 epochs)
123,0.631,0.349,0.048,0.0,0.52,1.548,0.0,medium,robust_resnet50,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised (robust),1281167,"resnet50,rob-sup,in1k",fully convolutional,FFT (50 epochs)
124,0.455,0.12,0.097,0.010666666666666666,0.394,1.0766666666666667,2.22581632e-05,medium,vit_small_patch16_224.augreg_in21k,fgvc-aircraft-2013b,TRADES_v2,in22k,supervised,14197122,"vit_s,sup,in22k",fully attention,FFT (50 epochs)
125,0.649,0.305,0.291,0.095,0.586,1.9259999999999997,0.0032067030616499998,large,convnext_base.fb_in1k,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised,1281167,"convnext_b,sup,in1k",fully convolutional,FFT (50 epochs)
126,0.49,0.0,0.0,0.001,0.428,0.919,0.0,medium,resnet50.a1_in1k,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised,1281167,"resnet50,sup,in1k",fully convolutional,FFT (50 epochs)
127,0.516,0.222,0.191,0.021,0.47,1.42,0.00021594999384,large,robust_vit_base_patch16_224,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised (robust),1281167,"vit_b,rob-sup,in1k",fully attention,FFT (50 epochs)
128,0.564,0.232,0.17,0.019,0.476,1.4609999999999999,0.00020117618304,large,vit_base_patch16_224.mae,fgvc-aircraft-2013b,TRADES_v2,in1k,self-supervised,1281167,"vit_b,mae,in1k",fully attention,FFT (50 epochs)
129,0.02666666666666667,0.004,0.008,0.0026666666666666666,0.027,0.06833333333333333,6.144e-11,medium,vit_small_patch16_224.dino,fgvc-aircraft-2013b,TRADES_v2,in1k,self-supervised,1281167,"vit_b,dino,in1k",fully attention,FFT (50 epochs)
130,0.663,0.37,0.342,0.133,0.59,2.098,0.0065833206894,large,convnext_base.fb_in22k,fgvc-aircraft-2013b,TRADES_v2,in22k,supervised,14197122,"convnext_b,sup,in22k",fully convolutional,FFT (50 epochs)
131,0.655,0.427,0.2986666666666667,0.07466666666666667,0.588,2.0433333333333334,0.0036674146850133337,large,robust_convnext_base,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised (robust),1281167,"convnext_b,rob-sup,in1k",fully convolutional,FFT (50 epochs)
132,0.497,0.155,0.128,0.017,0.43,1.227,7.20801088e-05,large,vit_base_patch16_224.augreg_in1k,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised,1281167,"vit_b,sup,in1k",fully attention,FFT (50 epochs)
133,0.178,0.011,0.016,0.004,0.154,0.363,1.9298047999999997e-08,large,vit_base_patch16_224.augreg_in21k,fgvc-aircraft-2013b,TRADES_v2,in22k,supervised,14197122,"vit_b,sup,in22k",fully attention,FFT (50 epochs)
134,0.391,0.129,0.06,0.007,0.3,0.887,6.355314000000001e-06,large,vit_base_patch16_clip_224.laion2b,fgvc-aircraft-2013b,TRADES_v2,laion2B,self-supervised (multimodal),2320000000,"vit_b,clip,laion2b",fully attention,FFT (50 epochs)
135,0.604,0.196,0.22266666666666668,0.056,0.509,1.5876666666666668,0.0007513703046826667,medium,convnext_tiny.fb_in1k,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised,1281167,"convnext_t,sup,in1k",fully convolutional,FFT (50 epochs)
136,0.288,0.052,0.012,0.0026666666666666666,0.228,0.5826666666666667,1.0926489599999999e-07,medium,robust_convnext_tiny,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised (robust),1281167,"convnext_t,rob-sup,in1k",fully convolutional,FFT (50 epochs)
137,0.6213333333333333,0.3253333333333333,0.219,0.022,0.566,1.7536666666666667,0.0005512345663146665,medium,robust_deit_small_patch16_224,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised (robust),1281167,"deit_s,rob-sup,in1k",fully attention,FFT (50 epochs)
138,0.035,0.007,0.007,0.006,0.030666666666666665,0.08566666666666667,3.1556000000000005e-10,medium,vit_small_patch16_224.augreg_in1k,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised,1281167,"vit_s,sup,in1k",fully attention,FFT (50 epochs)
139,0.628,0.33066666666666666,0.324,0.105,0.536,1.9236666666666666,0.0037865976422400004,medium,convnext_tiny.fb_in22k,fgvc-aircraft-2013b,TRADES_v2,in22k,supervised,14197122,"convnext_t,sup,in22k",fully convolutional,FFT (50 epochs)
140,0.499,0.179,0.079,0.004,0.4146666666666667,1.1756666666666666,1.1704147461333334e-05,large,vit_base_patch16_clip_224.laion2b_ft_in1k,fgvc-aircraft-2013b,TRADES_v2,laion2b+in1k,fusion,2321281167,"vit_b,clip,laion2b",fully attention,FFT (50 epochs)
141,0.1,0.009,0.01,0.001,0.088,0.208,7.920000000000001e-10,large,vit_base_patch16_224.augreg_in21k_ft_in1k,fgvc-aircraft-2013b,TRADES_v2,in22k+in1k,supervised (multistep),15478289,"vit_b,sup,ink22k-in1k",fully attention,FFT (50 epochs)
142,0.467,0.113,0.092,0.008,0.4093333333333333,1.0893333333333333,1.5898283989333334e-05,medium,vit_small_patch16_224.augreg_in21k_ft_in1k,fgvc-aircraft-2013b,TRADES_v2,in22k+in1k,supervised (multistep),15478289,"vit_s,sup,ink22k-in1k",fully attention,FFT (50 epochs)
143,0.5946666666666667,0.328,0.331,0.09866666666666667,0.541,1.8933333333333335,0.003446221235825778,large,eva02_base_patch14_224.mim_in22k,fgvc-aircraft-2013b,TRADES_v2,in22k,self-supervised,14197122,"eva02_b,mim,ink22k",fully attention,FFT (50 epochs)
144,0.397,0.04,0.02,0.005,0.308,0.77,4.89104e-07,medium,eva02_tiny_patch14_224.mim_in22k,fgvc-aircraft-2013b,TRADES_v2,in22k,self-supervised,14197122,"eva02_b,mim,ink22k",fully attention,FFT (50 epochs)
145,0.606,0.298,0.264,0.068,0.52,1.756,0.0016857962035200004,large,swin_base_patch4_window7_224.ms_in22k_ft_in1k,fgvc-aircraft-2013b,TRADES_v2,in22k+in1k,supervised (multistep),15478289,"swin_b,sup,ink22k-in1k",fully attention,FFT (50 epochs)
146,0.558,0.208,0.177,0.034,0.469,1.4460000000000002,0.000327583908288,medium,swin_tiny_patch4_window7_224.ms_in1k,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised,1281167,"swin_t,sup,in1k",fully attention,FFT (50 epochs)
147,0.631,0.374,0.275,0.05466666666666667,0.54,1.8746666666666665,0.0019157992920000005,large,convnext_base.clip_laion2b_augreg_ft_in12k_in1k,fgvc-aircraft-2013b,TRADES_v2,laion2b+in12k+in1k,fusion,2330281167,"convnext_b,hybrid,laion2b-in12k-in1k",fully convolutional,FFT (50 epochs)
148,0.66,0.379,0.352,0.11,0.579,2.08,0.0056078586432,large,convnext_base.fb_in22k_ft_in1k,fgvc-aircraft-2013b,TRADES_v2,in22k+in1k,supervised (multistep),15478289,"convnext_b,sup,in22k-in1k",fully convolutional,FFT (50 epochs)
149,0.503,0.02,0.028,0.021,0.42,0.992,2.4844175999999998e-06,medium,convnext_tiny.fb_in22k_ft_in1k,fgvc-aircraft-2013b,TRADES_v2,in22k+in1k,supervised (multistep),15478289,"convnext_t,sup,in22k-in1k",fully convolutional,FFT (50 epochs)
150,0.506,0.195,0.174,0.04,0.425,1.34,0.00029186586,medium,coatnet_0_rw_224.sw_in1k,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised,1281167,"coatnet_0,sup,in1k",hybrid,FFT (50 epochs)
151,0.614,0.322,0.254,0.048,0.548,1.786,0.0013209298529280001,large,coatnet_2_rw_224.sw_in12k_ft_in1k,fgvc-aircraft-2013b,TRADES_v2,in12k+in1k,supervised (multistep),10281167,"coatnet_2,sup,in12k-in1k",hybrid,FFT (50 epochs)
152,0.64,0.378,0.288,0.066,0.5773333333333334,1.9493333333333336,0.00265481846784,large,coatnet_2_rw_224.sw_in12k,fgvc-aircraft-2013b,TRADES_v2,in12k,supervised,9000000,"coatnet_2,sup,in12k",hybrid,FFT (50 epochs)
153,0.427,0.0,0.0,0.004,0.32133333333333336,0.7523333333333333,0.0,small,regnetx_004.pycls_in1k,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised,1281167,"regnetx_004,sup,in1k",fully convolutional,FFT (50 epochs)
154,0.02266666666666667,0.0,0.0,0.0,0.017,0.03966666666666667,0.0,small,efficientnet-b0,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised,1281167,"efficientnet_b0,sup,in1k",fully convolutional,FFT (50 epochs)
155,0.478,0.11,0.065,0.007,0.387,1.0470000000000002,9.258549299999998e-06,small,deit_tiny_patch16_224.fb_in1k,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised,1281167,"deit_t,sup,in1k",fully attention,FFT (50 epochs)
156,0.169,0.014,0.01,0.004,0.137,0.3340000000000001,1.2965680000000002e-08,small,mobilevit-small,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised,1281167,"mobilevit_s,sup,in1k",hybrid,FFT (50 epochs)
157,0.332,0.0,0.0,0.008,0.277,0.617,0.0,small,mobilenetv3_large_100.ra_in1k,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised,1281167,"mobilenet_v3,sup,in1k",fully convolutional,FFT (50 epochs)
158,0.553,0.118,0.141,0.036,0.469,1.3170000000000002,0.00015534654357599997,small,edgenext_small.usi_in1k,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised,1281167,"edgenetx_s,sup,in1k",hybrid,FFT (50 epochs)
159,0.572,0.204,0.16533333333333333,0.021333333333333333,0.487,1.4496666666666664,0.00020043534062933328,small,coat_tiny.in1k,fgvc-aircraft-2013b,TRADES_v2,in1k,supervised,1281167,"coat_t,sup,in1k",hybrid,FFT (50 epochs)
160,0.88,0.624,0.671,0.444,0.7893333333333333,3.408333333333333,0.12913179721728002,large,CLIP-convnext_base_w-laion_aesthetic-s13B-b82K,flowers-102,TRADES_v2,laion_aesthetic,self-supervised (multimodal),900000000,"convnext_b,clip,laiona",fully convolutional,FFT (50 epochs)
161,0.852,0.462,0.635,0.525,0.728,3.202,0.095531363928,large,CLIP-convnext_base_w-laion2B-s13B-b82K,flowers-102,TRADES_v2,laion2B,self-supervised (multimodal),2320000000,"convnext_b,clip,laion2b",fully convolutional,FFT (50 epochs)
162,0.012,0.0,0.0,0.0,0.010666666666666666,0.02266666666666667,0.0,medium,deit_small_patch16_224.fb_in1k,flowers-102,TRADES_v2,in1k,supervised,1281167,"deit_s,sup,in1k",fully attention,FFT (50 epochs)
163,0.72,0.46,0.182,0.02,0.606,1.988,0.0007305742079999999,medium,robust_resnet50,flowers-102,TRADES_v2,in1k,supervised (robust),1281167,"resnet50,rob-sup,in1k",fully convolutional,FFT (50 epochs)
164,0.804,0.0,0.0,0.0,0.584,1.388,0.0,medium,vit_small_patch16_224.augreg_in21k,flowers-102,TRADES_v2,in22k,supervised,14197122,"vit_s,sup,in22k",fully attention,FFT (50 epochs)
165,0.815,0.473,0.605,0.532,0.723,3.1479999999999997,0.08970652916609999,large,convnext_base.fb_in1k,flowers-102,TRADES_v2,in1k,supervised,1281167,"convnext_b,sup,in1k",fully convolutional,FFT (50 epochs)
166,0.756,0.0,0.0,0.001,0.5586666666666666,1.3156666666666665,0.0,medium,resnet50.a1_in1k,flowers-102,TRADES_v2,in1k,supervised,1281167,"resnet50,sup,in1k",fully convolutional,FFT (50 epochs)
167,0.471,0.054,0.12,0.036,0.4186666666666667,1.0996666666666668,4.6000949759999996e-05,large,robust_vit_base_patch16_224,flowers-102,TRADES_v2,in1k,supervised (robust),1281167,"vit_b,rob-sup,in1k",fully attention,FFT (50 epochs)
168,0.3,0.09,0.07466666666666667,0.004,0.249,0.7176666666666667,2.007936e-06,large,vit_base_patch16_224.mae,flowers-102,TRADES_v2,in1k,self-supervised,1281167,"vit_b,mae,in1k",fully attention,FFT (50 epochs)
169,0.024,0.0,0.0,0.0,0.033,0.057,0.0,medium,vit_small_patch16_224.dino,flowers-102,TRADES_v2,in1k,self-supervised,1281167,"vit_b,dino,in1k",fully attention,FFT (50 epochs)
170,0.907,0.677,0.769,0.639,0.821,3.8129999999999997,0.24772298860242903,large,convnext_base.fb_in22k,flowers-102,TRADES_v2,in22k,supervised,14197122,"convnext_b,sup,in22k",fully convolutional,FFT (50 epochs)
171,0.414,0.108,0.126,0.053,0.34933333333333333,1.0503333333333333,0.00010430629977599998,large,robust_convnext_base,flowers-102,TRADES_v2,in1k,supervised (robust),1281167,"convnext_b,rob-sup,in1k",fully convolutional,FFT (50 epochs)
172,0.191,0.031,0.06,0.041,0.154,0.477,2.24311164e-06,large,vit_base_patch16_224.augreg_in1k,flowers-102,TRADES_v2,in1k,supervised,1281167,"vit_b,sup,in1k",fully attention,FFT (50 epochs)
173,0.811,0.202,0.255,0.005,0.73,2.003,0.00015247732650000003,large,vit_base_patch16_224.augreg_in21k,flowers-102,TRADES_v2,in22k,supervised,14197122,"vit_b,sup,in22k",fully attention,FFT (50 epochs)
174,0.806,0.478,0.5493333333333333,0.341,0.692,2.8663333333333334,0.04994124496580267,large,vit_base_patch16_clip_224.laion2b,flowers-102,TRADES_v2,laion2B,self-supervised (multimodal),2320000000,"vit_b,clip,laion2b",fully attention,FFT (50 epochs)
175,0.868,0.0,0.0,0.002,0.772,1.642,0.0,medium,convnext_tiny.fb_in1k,flowers-102,TRADES_v2,in1k,supervised,1281167,"convnext_t,sup,in1k",fully convolutional,FFT (50 epochs)
176,0.804,0.6053333333333333,0.5253333333333333,0.264,0.703,2.901666666666667,0.047450943096831996,medium,robust_convnext_tiny,flowers-102,TRADES_v2,in1k,supervised (robust),1281167,"convnext_t,rob-sup,in1k",fully convolutional,FFT (50 epochs)
177,0.7706666666666667,0.5333333333333333,0.524,0.19466666666666665,0.687,2.709666666666667,0.028803477185422227,medium,robust_deit_small_patch16_224,flowers-102,TRADES_v2,in1k,supervised (robust),1281167,"deit_s,rob-sup,in1k",fully attention,FFT (50 epochs)
178,0.25866666666666666,0.0,0.0,0.0,0.16666666666666666,0.42533333333333334,0.0,medium,vit_small_patch16_224.augreg_in1k,flowers-102,TRADES_v2,in1k,supervised,1281167,"vit_s,sup,in1k",fully attention,FFT (50 epochs)
179,0.862,0.558,0.688,0.5546666666666666,0.776,3.4386666666666663,0.142437286477824,medium,convnext_tiny.fb_in22k,flowers-102,TRADES_v2,in22k,supervised,14197122,"convnext_t,sup,in22k",fully convolutional,FFT (50 epochs)
180,0.815,0.084,0.224,0.173,0.724,2.02,0.0019207444300799999,large,vit_base_patch16_clip_224.laion2b_ft_in1k,flowers-102,TRADES_v2,laion2b+in1k,fusion,2321281167,"vit_b,clip,laion2b",fully attention,FFT (50 epochs)
181,0.397,0.107,0.116,0.031,0.309,0.96,4.720113555600001e-05,large,vit_base_patch16_224.augreg_in21k_ft_in1k,flowers-102,TRADES_v2,in22k+in1k,supervised (multistep),15478289,"vit_b,sup,ink22k-in1k",fully attention,FFT (50 epochs)
182,0.627,0.03,0.128,0.04666666666666667,0.526,1.3576666666666668,5.910051840000001e-05,medium,vit_small_patch16_224.augreg_in21k_ft_in1k,flowers-102,TRADES_v2,in22k+in1k,supervised (multistep),15478289,"vit_s,sup,ink22k-in1k",fully attention,FFT (50 epochs)
183,0.828,0.5386666666666666,0.625,0.404,0.7186666666666667,3.114333333333333,0.08093555008,large,eva02_base_patch14_224.mim_in22k,flowers-102,TRADES_v2,in22k,self-supervised,14197122,"eva02_b,mim,ink22k",fully attention,FFT (50 epochs)
184,0.229,0.067,0.079,0.056,0.192,0.623,1.3032466944000001e-05,medium,eva02_tiny_patch14_224.mim_in22k,flowers-102,TRADES_v2,in22k,self-supervised,14197122,"eva02_b,mim,ink22k",fully attention,FFT (50 epochs)
185,0.859,0.532,0.658,0.545,0.744,3.338,0.12192706720992003,large,swin_base_patch4_window7_224.ms_in22k_ft_in1k,flowers-102,TRADES_v2,in22k+in1k,supervised (multistep),15478289,"swin_b,sup,ink22k-in1k",fully attention,FFT (50 epochs)
186,0.206,0.071,0.076,0.052,0.174,0.579,1.0057539647999996e-05,medium,swin_tiny_patch4_window7_224.ms_in1k,flowers-102,TRADES_v2,in1k,supervised,1281167,"swin_t,sup,in1k",fully attention,FFT (50 epochs)
187,0.86,0.604,0.664,0.409,0.779,3.316,0.10989153376576,large,convnext_base.clip_laion2b_augreg_ft_in12k_in1k,flowers-102,TRADES_v2,laion2b+in12k+in1k,fusion,2330281167,"convnext_b,hybrid,laion2b-in12k-in1k",fully convolutional,FFT (50 epochs)
188,0.896,0.669,0.758,0.632,0.815,3.77,0.23403349595136003,large,convnext_base.fb_in22k_ft_in1k,flowers-102,TRADES_v2,in22k+in1k,supervised (multistep),15478289,"convnext_b,sup,in22k-in1k",fully convolutional,FFT (50 epochs)
189,0.858,0.56,0.678,0.5306666666666666,0.785,3.411666666666667,0.1357051952256,medium,convnext_tiny.fb_in22k_ft_in1k,flowers-102,TRADES_v2,in22k+in1k,supervised (multistep),15478289,"convnext_t,sup,in22k-in1k",fully convolutional,FFT (50 epochs)
190,0.53,0.0,0.0,0.0,0.291,0.821,0.0,medium,coatnet_0_rw_224.sw_in1k,flowers-102,TRADES_v2,in1k,supervised,1281167,"coatnet_0,sup,in1k",hybrid,FFT (50 epochs)
191,0.885,0.604,0.674,0.489,0.792,3.444,0.13953210514848002,large,coatnet_2_rw_224.sw_in12k_ft_in1k,flowers-102,TRADES_v2,in12k+in1k,supervised (multistep),10281167,"coatnet_2,sup,in12k-in1k",hybrid,FFT (50 epochs)
192,0.893,0.606,0.6933333333333334,0.52,0.8066666666666666,3.519,0.15738510139733333,large,coatnet_2_rw_224.sw_in12k,flowers-102,TRADES_v2,in12k,supervised,9000000,"coatnet_2,sup,in12k",hybrid,FFT (50 epochs)
193,0.737,0.0,0.0,0.024,0.55,1.311,0.0,small,regnetx_004.pycls_in1k,flowers-102,TRADES_v2,in1k,supervised,1281167,"regnetx_004,sup,in1k",fully convolutional,FFT (50 epochs)
194,0.173,0.001,0.006666666666666667,0.004,0.141,0.32566666666666666,6.5048e-10,small,efficientnet-b0,flowers-102,TRADES_v2,in1k,supervised,1281167,"efficientnet_b0,sup,in1k",fully convolutional,FFT (50 epochs)
195,0.302,0.0,0.0,0.0,0.202,0.504,0.0,small,deit_tiny_patch16_224.fb_in1k,flowers-102,TRADES_v2,in1k,supervised,1281167,"deit_t,sup,in1k",fully attention,FFT (50 epochs)
196,0.262,0.047,0.114,0.052,0.21,0.6849999999999999,1.532945232e-05,small,mobilevit-small,flowers-102,TRADES_v2,in1k,supervised,1281167,"mobilevit_s,sup,in1k",hybrid,FFT (50 epochs)
197,0.767,0.0,0.0,0.044,0.588,1.399,0.0,small,mobilenetv3_large_100.ra_in1k,flowers-102,TRADES_v2,in1k,supervised,1281167,"mobilenet_v3,sup,in1k",fully convolutional,FFT (50 epochs)
198,0.768,0.104,0.288,0.191,0.6,1.951,0.0026361593855999997,small,edgenext_small.usi_in1k,flowers-102,TRADES_v2,in1k,supervised,1281167,"edgenetx_s,sup,in1k",hybrid,FFT (50 epochs)
199,0.766,0.343,0.49,0.335,0.624,2.558,0.026912148244800004,small,coat_tiny.in1k,flowers-102,TRADES_v2,in1k,supervised,1281167,"coat_t,sup,in1k",hybrid,FFT (50 epochs)
200,0.814,0.429,0.4266666666666667,0.104,0.6893333333333334,2.463,0.010681519336106667,large,CLIP-convnext_base_w-laion_aesthetic-s13B-b82K,oxford-iiit-pet,TRADES_v2,laion_aesthetic,self-supervised (multimodal),900000000,"convnext_b,clip,laiona",fully convolutional,FFT (50 epochs)
201,0.825,0.445,0.407,0.102,0.6933333333333334,2.4723333333333333,0.010566973559999998,large,CLIP-convnext_base_w-laion2B-s13B-b82K,oxford-iiit-pet,TRADES_v2,laion2B,self-supervised (multimodal),2320000000,"convnext_b,clip,laion2b",fully convolutional,FFT (50 epochs)
202,0.037,0.005,0.003,0.0,0.03,0.075,0.0,medium,deit_small_patch16_224.fb_in1k,oxford-iiit-pet,TRADES_v2,in1k,supervised,1281167,"deit_s,sup,in1k",fully attention,FFT (50 epochs)
203,0.807,0.427,0.024,0.0,0.654,1.912,0.0,medium,robust_resnet50,oxford-iiit-pet,TRADES_v2,in1k,supervised (robust),1281167,"resnet50,rob-sup,in1k",fully convolutional,FFT (50 epochs)
204,0.776,0.0,0.0,0.0,0.64,1.416,0.0,medium,vit_small_patch16_224.augreg_in21k,oxford-iiit-pet,TRADES_v2,in22k,supervised,14197122,"vit_s,sup,in22k",fully attention,FFT (50 epochs)
205,0.852,0.472,0.474,0.248,0.726,2.772,0.03432007566028799,large,convnext_base.fb_in1k,oxford-iiit-pet,TRADES_v2,in1k,supervised,1281167,"convnext_b,sup,in1k",fully convolutional,FFT (50 epochs)
206,0.897,0.0,0.0,0.022,0.708,1.627,0.0,medium,resnet50.a1_in1k,oxford-iiit-pet,TRADES_v2,in1k,supervised,1281167,"resnet50,sup,in1k",fully convolutional,FFT (50 epochs)
207,0.602,0.063,0.112,0.008,0.469,1.254,1.5937415424e-05,large,robust_vit_base_patch16_224,oxford-iiit-pet,TRADES_v2,in1k,supervised (robust),1281167,"vit_b,rob-sup,in1k",fully attention,FFT (50 epochs)
208,0.77,0.293,0.276,0.024,0.595,1.958,0.0008891921808,large,vit_base_patch16_224.mae,oxford-iiit-pet,TRADES_v2,in1k,self-supervised,1281167,"vit_b,mae,in1k",fully attention,FFT (50 epochs)
209,0.024,0.008,0.004,0.002,0.032,0.07,4.9152000000000004e-11,medium,vit_small_patch16_224.dino,oxford-iiit-pet,TRADES_v2,in1k,self-supervised,1281167,"vit_b,dino,in1k",fully attention,FFT (50 epochs)
210,0.82,0.439,0.494,0.236,0.69,2.679,0.02895785674079999,large,convnext_base.fb_in22k,oxford-iiit-pet,TRADES_v2,in22k,supervised,14197122,"convnext_b,sup,in22k",fully convolutional,FFT (50 epochs)
211,0.878,0.648,0.5,0.13,0.7493333333333333,2.905333333333333,0.027711365760000002,large,robust_convnext_base,oxford-iiit-pet,TRADES_v2,in1k,supervised (robust),1281167,"convnext_b,rob-sup,in1k",fully convolutional,FFT (50 epochs)
212,0.712,0.19,0.258,0.07,0.562,1.792,0.0013730541216,large,vit_base_patch16_224.augreg_in1k,oxford-iiit-pet,TRADES_v2,in1k,supervised,1281167,"vit_b,sup,in1k",fully attention,FFT (50 epochs)
213,0.181,0.009,0.014,0.003,0.14,0.34700000000000003,9.57852e-09,large,vit_base_patch16_224.augreg_in21k,oxford-iiit-pet,TRADES_v2,in22k,supervised,14197122,"vit_b,sup,in22k",fully attention,FFT (50 epochs)
214,0.786,0.304,0.33866666666666667,0.077,0.656,2.1616666666666666,0.004087550652416,large,vit_base_patch16_clip_224.laion2b,oxford-iiit-pet,TRADES_v2,laion2B,self-supervised (multimodal),2320000000,"vit_b,clip,laion2b",fully attention,FFT (50 epochs)
